,Lat,Lon,BY,MAT,AMMaxT,AMMinT,MMT,SMT,AP,SMP,GDP,Pop,DC,InfR,Vol,HRT,AtHRT,SRT,Nitri,Denitri,InfBOD,ReInfBOD,AtInfBOD,InfCOD,ReInfCOD,AtInfCOD,F.M,InfNH4N,AtInfNH4N,InfTN,AtInfTN,InfTP,AtInfTP,IndConInf,IndPer,MLSS,DO,Ph,MIT,Con,NH4N,NO3N,SVI
CNDL1AC,76.29478118,84.70246668,87.25742574,45.81481481,55.75645757,49.25806452,68.02666667,59.5,19.84413793,35.56818182,33.82628062,20.50927477,1.217854958,1.199885451,1.664285475,24.17021277,32.9041003,33.60903096,100,100,8.883839456,17.74468938,34.74447514,5.613700168,39.55288462,22.44239631,2.404090218,13.20391705,22.99214286,13.86932972,10.453125,11.39726027,31.32746479,1,1,18.52919593,32.30306346,49.83606557,45.04330709,28,4.791489362,1,81.71259704
CNDL1BA,76.29478118,84.70246668,87.25742574,45.81481481,55.75645757,49.25806452,68.02666667,59.5,19.84413793,35.56818182,33.82628062,20.50927477,1.217854958,1.199885451,1.664285475,24.17021277,32.9041003,33.60903096,100,100,8.883839456,17.74468938,34.74447514,5.613700168,39.55288462,22.44239631,2.977091588,13.20391705,22.99214286,13.86932972,10.453125,11.39726027,31.32746479,1,1,18.52919593,3.978665208,35.08196721,48.5511811,24.58498024,4.791489362,1,80.47247706
CNDL1BB,76.29478118,84.70246668,87.25742574,45.81481481,55.75645757,49.25806452,68.02666667,59.5,19.84413793,35.56818182,33.82628062,20.50927477,1.217854958,1.199885451,1.664285475,24.17021277,32.9041003,33.60903096,100,100,8.883839456,17.74468938,34.74447514,5.613700168,39.55288462,22.44239631,2.977091588,13.20391705,22.99214286,13.86932972,10.453125,11.39726027,31.32746479,1,1,18.52919593,13.88949672,35.2295082,45.43307087,24.51383399,4.791489362,1,80.47247706
CNDL1BC,76.29478118,84.70246668,87.25742574,45.81481481,55.75645757,49.25806452,68.02666667,59.5,19.84413793,35.56818182,33.82628062,20.50927477,1.217854958,1.199885451,1.664285475,24.17021277,32.9041003,33.60903096,100,100,8.883839456,17.74468938,34.74447514,5.613700168,39.55288462,22.44239631,2.977091588,13.20391705,22.99214286,13.86932972,10.453125,11.39726027,31.32746479,1,1,18.52919593,29.595186,34.93442623,45.82283465,25.93675889,4.791489362,1,80.47247706
CNDL2AA,76.28387751,84.67470154,92.15841584,45.73333333,55.79704797,49.22258065,68.1,59.5,19.84413793,35.56818182,33.82628062,20.50927477,2.307565634,2.647544013,8.580977295,24.17021277,32.9041003,22.54386945,100,100,6.255892971,17.74468938,33.83287293,15.67490174,39.55288462,22.44239631,2.404090218,21.18778802,29.28571429,22.58293839,31.9375,11.84931507,15.64084507,100,28.5,37.57364504,9.935995624,39.50819672,43.09448819,4.699604743,3.738297872,50.18867925,64.07145378
CNDL2AB,76.28387751,84.67470154,92.15841584,45.73333333,55.79704797,49.22258065,68.1,59.5,19.84413793,35.56818182,33.82628062,20.50927477,2.307565634,2.647544013,8.580977295,24.17021277,32.9041003,22.54386945,100,100,6.255892971,17.74468938,33.83287293,15.67490174,39.55288462,22.44239631,2.404090218,21.18778802,29.28571429,22.58293839,31.9375,11.84931507,15.64084507,100,28.5,37.57364504,9.340262582,39.21311475,49.33070866,4.550197628,3.738297872,50.18867925,64.07145378
CNDL2AC,76.28387751,84.67470154,92.15841584,45.73333333,55.79704797,49.22258065,68.1,59.5,19.84413793,35.56818182,33.82628062,20.50927477,2.307565634,2.647544013,8.580977295,24.17021277,32.9041003,22.54386945,100,100,6.255892971,17.74468938,33.83287293,15.67490174,39.55288462,22.44239631,2.404090218,21.18778802,29.28571429,22.58293839,31.9375,11.84931507,15.64084507,100,28.5,37.57364504,9.069474836,37.44262295,45.43307087,4.749407115,3.738297872,50.18867925,64.07145378
CNDL2BA,76.28387751,84.67470154,92.15841584,45.73333333,55.79704797,49.22258065,68.1,100,19.84413793,35.56818182,33.82628062,20.50927477,2.307565634,2.647544013,8.580977295,24.17021277,32.9041003,22.54386945,100,100,6.255892971,17.74468938,33.83287293,15.67490174,39.55288462,22.44239631,2.977091588,21.18778802,29.28571429,22.58293839,31.9375,11.84931507,15.64084507,100,28.5,37.57364504,10.96498906,43.93442623,58.29527559,4.294071146,3.738297872,50.18867925,64.07145378
CNDL2BB,76.28387751,84.67470154,92.15841584,45.73333333,55.79704797,49.22258065,68.1,100,19.84413793,35.56818182,33.82628062,20.50927477,2.307565634,2.647544013,8.580977295,24.17021277,32.9041003,22.54386945,100,100,6.255892971,17.74468938,33.83287293,15.67490174,39.55288462,22.44239631,2.690590903,21.18778802,29.28571429,22.58293839,31.9375,11.84931507,15.64084507,100,28.5,37.57364504,14.32275711,46,44.65354331,4.251383399,3.738297872,50.18867925,64.07145378
CNDL2BC,76.28387751,84.67470154,92.15841584,45.73333333,55.79704797,49.22258065,68.1,100,19.84413793,35.56818182,33.82628062,20.50927477,2.307565634,2.647544013,8.580977295,24.17021277,32.9041003,22.54386945,100,100,6.255892971,17.74468938,33.83287293,15.67490174,39.55288462,22.44239631,2.690590903,21.18778802,29.28571429,22.58293839,31.9375,11.84931507,15.64084507,100,28.5,37.57364504,19.30525164,46.59016393,45.43307087,4.244268775,3.738297872,50.18867925,64.07145378
CNHB3A,82.62676942,86.22413159,89.21782178,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,4.541472519,5.394732724,12.65281551,25.22340426,26.19451034,22.54386945,100,100,20.97239329,46.11543086,33.83287293,16.23076923,26.38461538,37.83986175,6.210526316,26.0921659,29.28571429,27.87813135,13.890625,14.56164384,7.274647887,1,1,99.76129573,1.162472648,41.86885246,43.09448819,4.073517787,3.738297872,50.18867925,64.07145378
CNHB3B,82.62676942,86.22413159,89.21782178,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,4.541472519,5.394732724,12.65281551,25.22340426,26.19451034,22.54386945,100,100,20.97239329,46.11543086,33.83287293,16.23076923,26.38461538,37.83986175,6.210526316,26.0921659,29.28571429,27.87813135,13.890625,14.56164384,7.274647887,1,1,99.76129573,2.462253829,41.86885246,45.04330709,3.426086957,3.738297872,50.18867925,64.07145378
CNHB3C,82.62676942,86.22413159,89.21782178,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,4.541472519,5.394732724,12.65281551,25.22340426,26.19451034,22.54386945,100,100,20.97239329,46.11543086,33.83287293,16.23076923,26.38461538,37.83986175,6.210526316,26.0921659,29.28571429,27.87813135,13.890625,14.56164384,7.274647887,1,1,99.76129573,1.70404814,41.86885246,46.99212598,2.984980237,3.738297872,50.18867925,64.07145378
CNHB4A,82.62676942,86.22413159,89.21782178,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,4.541472519,5.394732724,12.65281551,25.22340426,26.19451034,22.54386945,100,100,20.97239329,46.11543086,33.83287293,16.23076923,26.38461538,37.83986175,6.210526316,26.0921659,29.28571429,27.87813135,13.890625,14.56164384,7.274647887,1,1,99.76129573,1.162472648,41.86885246,43.09448819,4.073517787,3.738297872,50.18867925,64.07145378
CNHB4B,82.62676942,86.22413159,89.21782178,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,4.541472519,5.394732724,12.65281551,25.22340426,26.19451034,22.54386945,100,100,20.97239329,46.11543086,33.83287293,16.23076923,26.38461538,37.83986175,6.210526316,26.0921659,29.28571429,27.87813135,13.890625,14.56164384,7.274647887,1,1,99.76129573,2.462253829,41.86885246,45.04330709,3.426086957,3.738297872,50.18867925,64.07145378
CNHB4C,82.62676942,86.22413159,89.21782178,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,4.541472519,5.394732724,12.65281551,25.22340426,26.19451034,22.54386945,100,100,20.97239329,46.11543086,33.83287293,16.23076923,26.38461538,37.83986175,6.210526316,26.0921659,29.28571429,27.87813135,13.890625,14.56164384,7.274647887,1,1,99.76129573,1.70404814,41.86885246,46.99212598,2.984980237,3.738297872,50.18867925,64.07145378
CNHB5A,82.62594808,86.22526925,91.17821782,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,8.083032214,4.430980463,92.65600161,25.22340426,26.19451034,9.265675645,100,100,20.97239329,28.45811623,33.83287293,20.12184166,26.38461538,37.83986175,6.210526316,16.05529954,25.75,21.04129993,19.046875,11.84931507,8.669014085,100,1,97.72712024,4.791028446,40.39344262,41.92519685,3.248221344,3.738297872,50.18867925,64.07145378
CNHB5B,82.62594808,86.22526925,91.17821782,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,8.083032214,4.430980463,92.65600161,25.22340426,26.19451034,9.265675645,100,100,20.97239329,28.45811623,33.83287293,20.12184166,26.38461538,37.83986175,6.210526316,16.05529954,25.75,21.04129993,19.046875,11.84931507,8.669014085,100,1,97.72712024,28.9452954,40.39344262,46.21259843,2.764426877,3.738297872,50.18867925,64.07145378
CNHB5C,82.62594808,86.22526925,91.17821782,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,8.083032214,4.430980463,92.65600161,25.22340426,26.19451034,9.265675645,100,100,20.97239329,28.45811623,33.83287293,20.12184166,26.38461538,37.83986175,6.210526316,16.05529954,25.75,21.04129993,19.046875,11.84931507,8.669014085,100,1,97.72712024,8.473741794,40.39344262,47.38188976,2.792885375,3.738297872,50.18867925,64.07145378
CNHB6A,82.62594808,86.22526925,91.17821782,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,8.083032214,4.430980463,92.65600161,25.22340426,26.19451034,9.265675645,100,100,20.97239329,28.45811623,33.83287293,20.12184166,26.38461538,37.83986175,6.210526316,16.05529954,25.75,21.04129993,19.046875,11.84931507,8.669014085,100,1,97.72712024,4.141137856,39.50819672,40.36614173,3.753359684,3.738297872,50.18867925,64.07145378
CNHB6B,82.62594808,86.22526925,91.17821782,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,8.083032214,4.430980463,92.65600161,25.22340426,26.19451034,9.265675645,100,100,20.97239329,28.45811623,33.83287293,20.12184166,26.38461538,37.83986175,6.210526316,16.05529954,25.75,21.04129993,19.046875,11.84931507,8.669014085,100,1,97.72712024,3.057986871,39.50819672,41.92519685,3.091699605,3.738297872,50.18867925,64.07145378
CNHB6C,82.62594808,86.22526925,91.17821782,17.13333333,51.77859779,19.04354839,63.7,59.5,16.97655172,34.13636364,6.160801782,33.77763955,8.083032214,4.430980463,92.65600161,25.22340426,26.19451034,9.265675645,100,100,20.97239329,28.45811623,33.83287293,20.12184166,26.38461538,37.83986175,6.210526316,16.05529954,25.75,21.04129993,19.046875,11.84931507,8.669014085,100,1,97.72712024,22.77133479,39.50819672,44.26377953,2.913833992,3.738297872,50.18867925,64.07145378
CNHB7A,82.5735652,86.23703503,94.11881188,17.13333333,51.77859779,19.04354839,63.7,100,16.97655172,34.13636364,6.160801782,33.77763955,2.525507769,5.906946059,5.893584197,25.22340426,26.19451034,22.54386945,100,100,9.98757698,46.11543086,33.83287293,10.83885458,26.38461538,37.83986175,15.58947368,26.0921659,25.75,27.87813135,19.046875,14.56164384,8.669014085,1,1,56.81528462,4.736870897,46.44262295,54.3976378,4.984189723,3.738297872,50.18867925,64.07145378
CNHB7B,82.5735652,86.23703503,94.11881188,17.13333333,51.77859779,19.04354839,63.7,100,16.97655172,34.13636364,6.160801782,33.77763955,2.525507769,5.906946059,5.893584197,25.22340426,26.19451034,22.54386945,100,100,9.98757698,46.11543086,33.83287293,10.83885458,26.38461538,37.83986175,15.58947368,26.0921659,25.75,27.87813135,19.046875,14.56164384,8.669014085,1,1,56.81528462,36.3107221,46.44262295,54.78740157,4.913043478,3.738297872,50.18867925,64.07145378
CNHB7C,82.5735652,86.23703503,94.11881188,17.13333333,51.77859779,19.04354839,63.7,100,16.97655172,34.13636364,6.160801782,33.77763955,2.525507769,5.906946059,5.893584197,25.22340426,26.19451034,22.54386945,100,100,9.98757698,46.11543086,33.83287293,10.83885458,26.38461538,37.83986175,15.58947368,26.0921659,25.75,27.87813135,19.046875,14.56164384,8.669014085,1,1,56.81528462,24.23358862,46.44262295,54.78740157,5.283003953,3.738297872,50.18867925,64.07145378
CNJN1A,74.31167106,83.32726562,95.0990099,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,7.538176876,8.397409984,16.03595264,12.37446809,7.407658421,14.7982564,100,100,9.714270546,21.83166333,33.83287293,15.67490174,25.43269231,37.83986175,10.37894737,39.43663594,51.63142857,30.96140826,42.25,34.45205479,100,100,12,36.28671769,6.307439825,40.98360656,73.88582677,8.698023715,5.423404255,50.5,69.38126323
CNJN1B,74.31167106,83.32726562,95.0990099,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,7.538176876,8.397409984,16.03595264,12.37446809,7.407658421,14.7982564,100,100,9.714270546,21.83166333,33.83287293,15.67490174,25.43269231,37.83986175,10.37894737,39.43663594,51.63142857,30.96140826,42.25,34.45205479,100,100,12,36.28671769,18.05962801,44.67213115,67.6496063,8.633992095,5.423404255,50.5,69.38126323
CNJN1C,74.31167106,83.32726562,95.0990099,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,7.538176876,8.397409984,16.03595264,12.37446809,7.407658421,14.7982564,100,100,9.714270546,21.83166333,33.83287293,15.67490174,25.43269231,37.83986175,10.37894737,39.43663594,51.63142857,30.96140826,42.25,34.45205479,100,100,12,36.28671769,11.18161926,42.75409836,74.66535433,8.335177866,5.423404255,50.5,69.38126323
CNJN2A,74.3028189,83.30100968,95.0990099,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,5.358755525,6.081529901,14.36643526,14.27021277,15.45916638,13.69174025,100,100,12.03737524,23.02204409,33.83287293,19.01010668,26.38461538,37.83986175,10.37894737,49.7016129,25.75,30.96140826,19.046875,29.93150685,8.669014085,1,1,32.2391236,9.015317287,39.21311475,65.31102362,8.76916996,5.423404255,50.5,69.38126323
CNJN2B,74.3028189,83.30100968,95.0990099,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,5.358755525,6.081529901,14.36643526,14.27021277,15.45916638,13.69174025,100,100,12.03737524,23.02204409,33.83287293,19.01010668,26.38461538,37.83986175,10.37894737,49.7016129,25.75,30.96140826,19.046875,29.93150685,8.669014085,1,1,32.2391236,4.195295405,48.80327869,64.53149606,8.505928854,5.423404255,50.5,69.38126323
CNJN2C,74.3028189,83.30100968,95.0990099,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,5.358755525,6.081529901,14.36643526,14.27021277,15.45916638,13.69174025,100,100,12.03737524,23.02204409,33.83287293,19.01010668,26.38461538,37.83986175,10.37894737,49.7016129,25.75,30.96140826,19.046875,29.93150685,8.669014085,1,1,32.2391236,7.878008753,46.14754098,66.48031496,8.427667984,5.423404255,50.5,69.38126323
CNJN3A,74.33521598,83.34573759,96.07920792,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,3.179334174,4.408491977,7.369587819,13.46978723,13.31209759,14.68760478,100,100,7.307071565,14.09418838,33.83287293,8.726558113,11.78846154,37.83986175,7.252631579,41.14746544,25.75,29.28571429,19.046875,20.89041096,8.669014085,100,1,49.07296362,3.707877462,43.49180328,73.49606299,8.662450593,15.95531915,44.58490566,57.43419195
CNJN3B,74.33521598,83.34573759,96.07920792,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,3.179334174,4.408491977,7.369587819,13.46978723,13.31209759,14.68760478,100,100,7.307071565,14.09418838,33.83287293,8.726558113,11.78846154,37.83986175,7.252631579,41.14746544,25.75,29.28571429,19.046875,20.89041096,8.669014085,100,1,49.07296362,23.20459519,45.40983607,71.54724409,8.56284585,15.95531915,44.58490566,57.43419195
CNJN3C,74.33521598,83.34573759,96.07920792,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,3.179334174,4.408491977,7.369587819,13.46978723,13.31209759,14.68760478,100,100,7.307071565,14.09418838,33.83287293,8.726558113,11.78846154,37.83986175,7.252631579,41.14746544,25.75,29.28571429,19.046875,20.89041096,8.669014085,100,1,49.07296362,24.34190372,43.63934426,71.54724409,8.605533597,15.95531915,44.58490566,57.43419195
CNJN4A,74.29980734,83.28645963,96.07920792,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,1.653739228,1.686027965,4.597343797,19.51510638,14.36885801,14.68760478,100,100,5.204714377,10.12625251,34.74447514,6.225154408,8.139423077,37.83986175,5.168421053,21.18778802,25.75,17.22071767,19.046875,9.589041096,8.669014085,1,1,19.12076738,4.032822757,47.18032787,64.14173228,6.869565217,4.370212766,42.71698113,78.39396613
CNJN4B,74.29980734,83.28645963,96.07920792,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,1.653739228,1.686027965,4.597343797,19.51510638,14.36885801,14.68760478,100,100,5.204714377,10.12625251,34.74447514,6.225154408,8.139423077,37.83986175,5.168421053,21.18778802,25.75,17.22071767,19.046875,9.589041096,8.669014085,1,1,19.12076738,29.21608315,48.80327869,62.19291339,6.755731225,4.370212766,42.71698113,78.39396613
CNJN4C,74.29980734,83.28645963,96.07920792,17.13333333,41.5498155,50.97903226,78.73333333,59.5,19.29793103,39.04545455,15.01113586,24.13178982,1.653739228,1.686027965,4.597343797,19.51510638,14.36885801,14.68760478,100,100,5.204714377,10.12625251,34.74447514,6.225154408,8.139423077,37.83986175,5.168421053,21.18778802,25.75,17.22071767,19.046875,9.589041096,8.669014085,1,1,19.12076738,44.38019694,48.6557377,70.37795276,5.638735178,4.370212766,42.71698113,78.39396613
CNQD1A,73.76867775,84.31415383,99.01980198,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,4.486986985,4.57057611,12.50793172,27.32978723,6.065740427,17.0112887,100,100,29.38182204,55.75751503,33.83287293,32.90679394,46.21634615,37.83986175,3.084210526,49.7016129,25.75,41.01557211,19.046875,38.97260274,8.669014085,100,23,34.33556977,26.94146608,38.32786885,70.37795276,13.34387352,5.423404255,50.5,69.38126323
CNQD1B,73.76867775,84.31415383,99.01980198,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,4.486986985,4.57057611,12.50793172,27.32978723,6.065740427,17.0112887,100,100,29.38182204,55.75751503,33.83287293,32.90679394,46.21634615,37.83986175,3.084210526,49.7016129,25.75,41.01557211,19.046875,38.97260274,8.669014085,100,23,34.33556977,24.01695842,36.85245902,70.37795276,13.28695652,5.423404255,50.5,69.38126323
CNQD1C,73.76867775,84.31415383,99.01980198,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,4.486986985,4.57057611,12.50793172,27.32978723,6.065740427,17.0112887,100,100,29.38182204,55.75751503,33.83287293,32.90679394,46.21634615,37.83986175,3.084210526,49.7016129,25.75,41.01557211,19.046875,38.97260274,8.669014085,100,23,34.33556977,23.90864333,39.95081967,69.98818898,13.34387352,5.423404255,50.5,69.38126323
CNQD2A,73.85829446,84.32181805,99.01980198,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,3.179334174,3.471700626,12.50793172,26.59255319,27.03320908,22.54386945,100,100,6.255892971,16.07815631,33.83287293,14.56316676,26.38461538,37.83986175,3.084210526,22.32834101,25.75,30.96140826,19.046875,20.89041096,8.669014085,100,74.7,41.3929133,19.73851204,42.60655738,67.6496063,21.81027668,5.423404255,50.5,69.38126323
CNQD2B,73.85829446,84.32181805,99.01980198,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,3.179334174,3.471700626,12.50793172,26.59255319,27.03320908,22.54386945,100,100,6.255892971,16.07815631,33.83287293,14.56316676,26.38461538,37.83986175,3.084210526,22.32834101,25.75,30.96140826,19.046875,20.89041096,8.669014085,100,74.7,41.3929133,17.73468271,40.68852459,68.42913386,21.73913043,5.423404255,50.5,69.38126323
CNQD2C,73.85829446,84.32181805,99.01980198,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,3.179334174,3.471700626,12.50793172,26.59255319,27.03320908,22.54386945,100,100,6.255892971,16.07815631,33.83287293,14.56316676,26.38461538,37.83986175,3.084210526,22.32834101,25.75,30.96140826,19.046875,20.89041096,8.669014085,100,74.7,41.3929133,7.553063457,40.68852459,68.42913386,21.5256917,5.423404255,50.5,69.38126323
CNQD3AA,73.72469073,84.3014899,86.27722772,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,1.217854958,3.023908867,1.25361371,26.27659574,21.16231786,17.0112887,100,100,39.89360798,16.07815631,33.83287293,46.80348119,26.38461538,37.83986175,6.210526316,32.13709677,29.28571429,51.06973595,13.890625,93.21917808,7.274647887,100,34,30.30873257,8.473741794,46.8852459,81.68110236,21.77470356,1.421276596,52.99056604,61.88814397
CNQD3AB,73.72469073,84.3014899,86.27722772,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,1.217854958,3.023908867,1.25361371,26.27659574,21.16231786,17.0112887,100,100,39.89360798,16.07815631,33.83287293,46.80348119,26.38461538,37.83986175,6.210526316,32.13709677,29.28571429,51.06973595,13.890625,93.21917808,7.274647887,100,34,30.30873257,8.473741794,46.8852459,81.68110236,21.77470356,1.421276596,52.99056604,61.88814397
CNQD3AC,73.72469073,84.3014899,86.27722772,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,1.217854958,3.023908867,1.25361371,26.27659574,21.16231786,17.0112887,100,100,39.89360798,16.07815631,33.83287293,46.80348119,26.38461538,37.83986175,6.210526316,32.13709677,29.28571429,51.06973595,13.890625,93.21917808,7.274647887,100,34,30.30873257,8.473741794,46.8852459,81.68110236,21.77470356,1.421276596,52.99056604,61.88814397
CNQD4AA,73.80700669,84.32124922,84.31683168,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,1.370414453,6.87739047,5.893584197,26.27659574,21.16231786,19.77757908,100,100,39.89360798,16.07815631,34.74447514,46.80348119,26.38461538,21.64400922,15.58947368,26.0921659,29.28571429,51.06973595,13.890625,93.21917808,7.274647887,100,78,30.04927141,16.05579869,51.31147541,28.67322835,21.77470356,13.63829787,16.87735849,35.84562456
CNQD4AB,73.80700669,84.32124922,84.31683168,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,1.370414453,6.87739047,5.893584197,26.27659574,21.16231786,19.77757908,100,100,39.89360798,16.07815631,34.74447514,46.80348119,26.38461538,21.64400922,15.58947368,26.0921659,29.28571429,51.06973595,13.890625,93.21917808,7.274647887,100,78,30.04927141,16.05579869,51.31147541,28.67322835,21.77470356,13.63829787,16.87735849,35.84562456
CNQD4AC,73.80700669,84.32124922,84.31683168,51.96666667,59.81549815,54.6516129,68.1,59.5,24.62344828,33.52272727,20.07973274,30.54684586,1.370414453,6.87739047,5.893584197,26.27659574,21.16231786,19.77757908,100,100,39.89360798,16.07815631,34.74447514,46.80348119,26.38461538,21.64400922,15.58947368,26.0921659,29.28571429,51.06973595,13.890625,93.21917808,7.274647887,100,78,30.04927141,16.05579869,51.31147541,28.67322835,21.77470356,13.63829787,16.87735849,35.84562456
CNSH1A,69.3624924,84.65790612,70.59405941,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,2.307565634,2.578864296,2.042878224,26.27659574,7.239918672,10.3721918,100,100,17.29326821,38.17955912,33.83287293,22.45648512,36.53846154,37.83986175,60.4,43.99884793,37.77142857,44.36696005,36.234375,32.19178082,18.42957746,100,34,26.28189538,3.057986871,46,74.66535433,2.565217391,58.29361702,35.55660377,59.32057163
CNSH1B,69.3624924,84.65790612,70.59405941,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,2.307565634,2.578864296,2.042878224,26.27659574,7.239918672,10.3721918,100,100,17.29326821,38.17955912,33.83287293,22.45648512,36.53846154,37.83986175,60.4,43.99884793,37.77142857,44.36696005,36.234375,32.19178082,18.42957746,100,34,26.28189538,3.057986871,49.54098361,74.66535433,2.735968379,58.29361702,35.55660377,59.32057163
CNSH1C,69.3624924,84.65790612,70.59405941,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,2.307565634,2.578864296,2.042878224,26.27659574,7.239918672,10.3721918,100,100,17.29326821,38.17955912,33.83287293,22.45648512,36.53846154,37.83986175,60.4,43.99884793,37.77142857,44.36696005,36.234375,32.19178082,18.42957746,100,34,26.28189538,3.057986871,43.49180328,74.66535433,2.622134387,58.29361702,35.55660377,59.32057163
CNSH2A,69.33429325,84.73676377,94.11881188,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,44.58833984,64.73400886,76.10017775,8.89893617,10.59471366,15.24086286,100,100,11.51178594,25.72024048,34.74447514,14.56316676,23.6875,37.83986175,30.17894737,32.59331797,37.77142857,24.25863236,36.234375,20.89041096,18.42957746,1,1,20.61526365,9.015317287,49.54098361,73.88582677,4.194466403,58.29361702,35.55660377,59.32057163
CNSH2B,69.33429325,84.73676377,94.11881188,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,44.58833984,64.73400886,76.10017775,8.89893617,10.59471366,15.24086286,100,100,11.51178594,25.72024048,34.74447514,14.56316676,23.6875,37.83986175,30.17894737,32.59331797,37.77142857,24.25863236,36.234375,20.89041096,18.42957746,1,1,20.61526365,9.015317287,47.91803279,73.88582677,4.166007905,58.29361702,35.55660377,59.32057163
CNSH2C,69.33429325,84.73676377,94.11881188,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,44.58833984,64.73400886,76.10017775,8.89893617,10.59471366,15.24086286,100,100,11.51178594,25.72024048,34.74447514,14.56316676,23.6875,37.83986175,30.17894737,32.59331797,37.77142857,24.25863236,36.234375,20.89041096,18.42957746,1,1,20.61526365,9.015317287,43.93442623,73.88582677,4.180237154,58.29361702,35.55660377,59.32057163
CNSH3A,69.42162847,84.69727506,97.05940594,66.26666667,67.85239852,61.67741935,79.46666667,59.5,39.91724138,29.02272727,21.12739421,82.42237025,38.05007579,40.83346709,10.29852098,8.89893617,2.15740427,15.24086286,100,100,10.46060735,25.72024048,33.83287293,14.34081976,23.6875,37.83986175,61.44210526,27.23271889,37.77142857,24.25863236,36.234375,16.36986301,18.42957746,100,34,51.87514415,11.72319475,41.72131148,73.88582677,3.418972332,3.738297872,50.18867925,64.07145378
