Label,Id,timeset,v_name,v_kindom,v_phylum,v_class,v_order,v_family,v_genus,v_species,v_partition,v_group,v_taxa,v_function,v_process,v_frequency,v_niche,v_modularity,v_degree,v_betweenness,v_closeness,closeness_w,norm_closeness_w,Feature_ID,MRA,Nitrifiers,Denitrifiers,Anammox,DNRA,PAOs,GAOs,SRB,SOB,Filamentous,Acetogen,Methanogen,Fermenter,Sugars,Lipids,Proteins,Unassigned
ASV2374,n1862,NA,ASV2374,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,midas_f_352,midas_g_352,midas_s_352,above,intermediate,others,Unassigned,Unassigned,0.051433,16.635937,5,10,23299,3.00E-06,1085.161393,0.217423641,5bc2950e749a0b3d08b32346e27d1226,5.80E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2378,n2189,NA,ASV2378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_15811,midas_s_39587,neutral,intermediate,others,Unassigned,Unassigned,0.031197,22.34933,12,19,3411,3.00E-06,1113.85906,0.223173524,ebc009089009c9d6453bbbaf924156bb,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2379,n534,NA,ASV2379,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_11003,midas_g_11003,midas_s_27332,neutral,rare,others,Unassigned,Unassigned,0.029511,30.035208,8,254,14430,3.00E-06,1537.66481,0.30808752,4d8586b1f6ce84e0bf01e7b9a23ed29a,4.79E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV238,n1963,NA,ASV238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unknown,above,abundant,core,Sugars,C_cycle,0.61973,326.793578,5,3,11202,3.00E-06,931.9494009,0.186725987,1c2b8892a0d7f828d72808cd01cfd199,0.000725109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV2380,n1275,NA,ASV2380,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,midas_g_6692,midas_s_6692,above,intermediate,others,Unassigned,Unassigned,0.141653,80.179959,5,8,235,3.00E-06,923.6747645,0.185068075,707bd2a6f550e22c7d8c5d03a956110b,6.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2381,n4635,NA,ASV2381,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,midas_s_1057,above,intermediate,others,Sugars/Lipids/Proteins,C_cycle,0.064081,30.630597,5,1,0,3.00E-06,892.1249404,0.178746732,f81f78a345c6fbbdce40078aa2e1d44c,5.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV2383,n4062,NA,ASV2383,Bacteria,Myxococcota,bacteriap25,midas_o_5199,midas_f_5199,midas_g_5199,midas_s_5199,above,intermediate,others,Unassigned,Unassigned,0.072513,54.008688,8,144,11654,3.00E-06,1337.738692,0.268030193,1a2fa7728568fe20899605fbc4f382e9,5.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2384,n4862,NA,ASV2384,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,Unknown,above,intermediate,others,Unassigned,Unassigned,0.064924,41.660811,8,57,518,3.00E-06,1195.25614,0.239482296,51b9bf437505bd689bdef4cafec107cb,5.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2385,n4537,NA,ASV2385,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,midas_f_1792,midas_g_1792,midas_s_26973,above,intermediate,others,Unassigned,Unassigned,0.153457,115.825639,43,1,0,0,0.796305765,0.000159548,604acea36cd46924fce2dc24ce52e15b,5.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2386,n2420,NA,ASV2386,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_3337,Unknown,above,intermediate,others,Unassigned,Unassigned,0.055649,34.064339,2,5,7914,3.00E-06,877.5166715,0.17581981,71d0f9f774499242fd8676f40d446f63,5.23E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2387,n2331,NA,ASV2387,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,midas_g_1061,midas_s_2768,above,intermediate,others,Unassigned,Unassigned,0.044688,33.577647,2,29,2907,3.00E-06,1017.761969,0.203919449,3505c1917cf6ad1cb641494ec15ae7f8,6.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV239,n4827,NA,ASV239,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,oc32,midas_s_63154,above,abundant,core,Unassigned,Unassigned,0.527825,363.390279,9,28,44992,3.00E-06,1102.938646,0.220985503,46fce342fc2d7653a0bf5714c0fd1f02,0.000760801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2393,n3748,NA,ASV2393,Bacteria,Patescibacteria,Parcubacteria,Ca_Moranbacteria,midas_f_9621,Unknown,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.026138,13.312128,1,2,4917,3.00E-06,697.4626239,0.139744064,455d206da18e64f6193ec3c133576fad,5.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2394,n1969,NA,ASV2394,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,DMER64,midas_s_82,above,intermediate,others,Unassigned,Unassigned,0.075042,22.952311,2,5,345,3.00E-06,937.1755284,0.187773097,9bf73c5c5dd5db8cb03c76c70cb9bedd,6.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2395,n499,NA,ASV2395,Bacteria,Chloroflexi,OLB14,midas_o_731,midas_f_731,midas_g_1412,midas_s_1412,above,rare,others,Unassigned,Unassigned,0.060708,19.194776,17,2,0,3.00E-06,873.8414724,0.175083445,574c254e5da9d57942cff78b7b5a70cd,3.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2396,n4788,NA,ASV2396,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_55,midas_s_55,neutral,intermediate,others,Unassigned,Unassigned,0.032884,17.742936,6,31,9213,3.00E-06,1059.640802,0.212310319,1631845d860997fd71ab4b5a91eed4c3,6.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2397,n2812,NA,ASV2397,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,midas_s_121,above,intermediate,others,Denitrifiers/Sugars/Lipids/Proteins,N_remove,0.120573,72.775667,5,7,608,3.00E-06,916.720433,0.183674701,145a4d2cbb88c973b24fe3924020d2e3,5.38E-05,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV2398,n4762,NA,ASV2398,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,midas_s_24516,neutral,intermediate,others,GAOs/Fermenter/Sugars/Lipids/Proteins,P_remove,0.03457,4.507777,12,22,885,3.00E-06,1049.78675,0.210335955,ff14cda7c460b330628478e3d8624255,6.07E-05,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
ASV2399,n442,NA,ASV2399,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,midas_g_206,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.021079,11.903066,1,8,7778,3.00E-06,1001.168739,0.200594819,9b6d28d64e09c84f206aa4b801ec030c,5.86E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV24,n3399,NA,ASV24,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,midas_s_11,below,abundant,core,Sugars/Lipids/Proteins,C_cycle,0.302698,86.630081,4,8,4889,3.00E-06,959.4078366,0.192227577,37f0f50bbe241beb5ca3703a962a8e8d,0.003434408,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV240,n4715,NA,ASV240,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,Unknown,Unknown,above,abundant,core,Unassigned,Unassigned,0.39629,232.387867,4,16,3209,3.00E-06,1111.347323,0.222670271,ed5c30be15d893bfb02d23ac01cd60db,0.000748447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2400,n3091,NA,ASV2400,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,midas_g_3996,Unknown,above,intermediate,others,Unassigned,Unassigned,0.113828,70.312359,8,38,3790,3.00E-06,1169.189705,0.234259608,8ab65167f3eca558266a09e44d425f8b,5.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2401,n739,NA,ASV2401,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,midas_g_36765,midas_s_36765,above,intermediate,others,Unassigned,Unassigned,0.064081,38.903629,9,51,30224,3.00E-06,1238.85721,0.248218235,c641145c03425cc7a91a91859588a3e7,6.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2403,n4091,NA,ASV2403,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides,midas_s_3798,above,intermediate,others,Fermenter/Sugars,C_cycle,0.110455,79.898271,5,3,74,3.00E-06,932.4998212,0.18683627,2b5d99e2921cdd7ad831a55b9b86baa1,5.59E-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ASV2404,n1007,NA,ASV2404,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,midas_g_7403,midas_s_17887,above,intermediate,others,Unassigned,Unassigned,0.112142,75.512752,6,4,929,3.00E-06,916.7965343,0.183689949,ee2e8f64fa549ce638841c34e7cf29d9,6.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2405,n4344,NA,ASV2405,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_3492,midas_s_25316,above,intermediate,others,Unassigned,Unassigned,0.064924,43.579104,2,13,12636,3.00E-06,1015.591447,0.203484562,898a6765283a5f89c95e3131107b8642,5.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2406,n3990,NA,ASV2406,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,midas_g_940,Unknown,above,intermediate,others,Unassigned,Unassigned,0.056492,38.584521,16,72,20119,3.00E-06,1214.215743,0.243281054,2be1ff943808d479ae3f5940a26a124f,7.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2409,n3168,NA,ASV2409,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,midas_f_1334,midas_g_9491,midas_s_9491,above,intermediate,others,Unassigned,Unassigned,0.164418,114.146852,4,2,1,3.00E-06,897.2810954,0.179779823,7eedd49eff6d9a80bc910f7bfcd562ac,5.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV241,n3276,NA,ASV241,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter,Unknown,neutral,abundant,core,Unassigned,Unassigned,0.300169,76.075552,5,6,2500,3.00E-06,951.1097058,0.190564958,a1b5c22937f5d5a044f7d3d1769975c3,0.000737382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2413,n3160,NA,ASV2413,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1838,midas_s_14011,above,rare,others,Unassigned,Unassigned,0.037943,29.768277,3,39,46260,3.00E-06,1205.93249,0.241621417,c824ba0920201c954788efb6e03f6bd6,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2414,n1649,NA,ASV2414,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,midas_s_11142,below,intermediate,others,Nitrifiers/DNRA/Proteins,N_remove,0.01602,9.517486,3,41,9669,3.00E-06,1201.333467,0.240699953,a52440e8dc31a3ae8695f736592a579a,5.67E-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ASV2417,n133,NA,ASV2417,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Soehngenia,Unknown,below,intermediate,others,Unassigned,Unassigned,0.017707,8.151176,20,15,39808,3.00E-06,945.3482326,0.189410586,42aaecd8ff2089f87c923277b96c15f1,8.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV242,n1590,NA,ASV242,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,midas_f_428,midas_g_2143,Unknown,above,abundant,core,Unassigned,Unassigned,0.556492,309.626424,5,11,9819,3.00E-06,897.9148379,0.1799068,7646ca0ef79ae7e357c84c59adcf3cb5,0.000724666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2420,n1484,NA,ASV2420,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_27477,midas_s_27477,above,intermediate,others,Unassigned,Unassigned,0.091062,61.759516,4,4,3356,3.00E-06,780.1548604,0.156312334,978e8cbfb6b0c3f097b7c0aad1aee8d4,5.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2421,n4639,NA,ASV2421,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,Arenimonas_oryziterrae,neutral,intermediate,others,Proteins,C_cycle,0.026138,13.760023,5,3,0,3.00E-06,856.8053717,0.17167008,52e5714b35df6a36e54a9fb16691f77e,6.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV2422,n1998,NA,ASV2422,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,intermediate,others,Unassigned,Unassigned,0.037099,14.913298,12,68,15417,3.00E-06,1218.930881,0.244225783,4b9a28fc1158c21cbee0a287fc6dc9ae,5.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2423,n4327,NA,ASV2423,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unknown,above,rare,others,Sugars/Proteins,C_cycle,0.059865,29.407134,1,2,1603,3.00E-06,800.3401071,0.160356663,1be46d0b1e6d33be8780105598200db1,4.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ASV2425,n2857,NA,ASV2425,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,midas_g_13734,midas_s_13734,above,intermediate,others,Unassigned,Unassigned,0.091906,69.932718,6,12,58330,3.00E-06,1007.958439,0.201955207,809b77a90319f0cda021696d7150f1f0,6.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2426,n4500,NA,ASV2426,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,Unknown,above,intermediate,others,Unassigned,Unassigned,0.048061,25.743825,5,8,3344,3.00E-06,996.0459538,0.199568414,e59aca0cdf0ef437b2577bed7055df38,5.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2427,n3438,NA,ASV2427,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,midas_g_4133,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.023609,18.745257,12,75,20412,3.00E-06,1210.378421,0.242512206,83256cac875a6d33a6d5bde295903025,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2428,n3155,NA,ASV2428,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.010118,11.678672,11,95,0,3.00E-06,1416.249946,0.283760758,ae5ce7e06034211abc261486cc52be50,8.28E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2429,n99,NA,ASV2429,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,midas_s_19101,above,rare,others,Sugars/Lipids/Proteins,C_cycle,0.086847,37.53908,4,2,169,3.00E-06,894.1829572,0.179159078,231414b11665df46e1072b43f7e5c856,4.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV243,n4729,NA,ASV243,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,Unknown,below,abundant,others,Sugars/Proteins,C_cycle,0.198988,130.587687,5,76,118711,3.00E-06,1186.449669,0.237717826,e8724520788bb38a7f9d22c91318f016,0.000708208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ASV2430,n4043,NA,ASV2430,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_326,Unknown,above,rare,others,Unassigned,Unassigned,0.072513,34.760626,2,6,10632,3.00E-06,888.6760857,0.178055717,9509fe398c76e957bc4d89a80b568833,4.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2431,n4848,NA,ASV2431,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_300,midas_s_300,neutral,intermediate,others,Unassigned,Unassigned,0.03204,21.656287,4,6,2876,3.00E-06,874.922772,0.175300095,d0a1cccfcffbdacc9a87b6d670151a39,5.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2432,n1069,NA,ASV2432,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.010118,11.681573,11,95,1,3.00E-06,1416.164107,0.28374356,c26ec01c5bb29610a01b3c030ba53477,8.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2433,n2703,NA,ASV2433,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Hahellaceae,Hahella,Unknown,neutral,intermediate,others,Fermenter/Sugars,C_cycle,0.035413,24.861117,2,16,1038,3.00E-06,1034.420287,0.20725712,33c586943169a6c6a11de8e1a0c25e6c,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ASV2434,n1756,NA,ASV2434,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,above,intermediate,others,Unassigned,Unassigned,0.056492,50.839109,11,25,42,3.00E-06,1085.860468,0.217563708,b2af2d86f64b5aa555813c2e5ccf5125,6.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2435,n1443,NA,ASV2435,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,midas_g_21275,midas_s_21275,above,rare,others,Unassigned,Unassigned,0.043002,8.740478,10,3,6677,3.00E-06,1093.815062,0.219157496,c6e9d041cdcd9540d3fa34310403bed1,4.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2437,n493,NA,ASV2437,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,midas_f_406,midas_g_2759,midas_s_35321,above,intermediate,others,Unassigned,Unassigned,0.112142,77.981302,16,10,3492,3.00E-06,1076.871697,0.215762712,249a09cf3983e800d761000890d811d4,6.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2438,n3406,NA,ASV2438,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_35539,midas_s_52818,above,intermediate,others,Unassigned,Unassigned,0.070826,54.662505,12,8,4915,3.00E-06,957.9536531,0.191936216,a3acff7953b8a82a1fdca8b632560074,5.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2439,n594,NA,ASV2439,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,midas_f_2377,midas_g_4120,Unknown,above,rare,others,Unassigned,Unassigned,0.096121,69.079778,5,4,594,3.00E-06,807.8656723,0.161864491,4b5bbf23adad0ac46d66fe072ac01635,4.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV244,n806,NA,ASV244,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Rivicola,Rivicola_pingtungensis,above,abundant,core,Sugars/Lipids/Proteins,C_cycle,0.557336,323.315325,9,13,36310,3.00E-06,953.7813294,0.191100246,74aaf8d2b16f98e2e47773401914a22c,0.000749735,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV2440,n2863,NA,ASV2440,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,Chitinimonas,midas_s_56085,above,intermediate,others,Unassigned,Unassigned,0.076728,48.227502,9,11,662,3.00E-06,1035.517919,0.207477042,9f97a896ed9f23664e6e9a57f29732dd,6.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2443,n2298,NA,ASV2443,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_1838,midas_s_42326,below,rare,others,Unassigned,Unassigned,0.010961,9.668435,3,71,28523,3.00E-06,1320.803642,0.264637075,e55a07913fb18aa0239d0a2d5c7f16e3,4.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2445,n2241,NA,ASV2445,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,SH-PL14,Unknown,above,intermediate,others,Unassigned,Unassigned,0.113828,69.544292,7,1,0,3.00E-06,819.9134918,0.164278399,295d94fd5c278d3ac45c413c55d6b143,5.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2446,n2606,NA,ASV2446,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,Unknown,neutral,intermediate,others,Denitrifiers/DNRA/Sugars/Lipids/Proteins,N_remove,0.021079,14.87792,3,1,0,3.00E-06,767.8482851,0.153846581,e8b6eb5146065cd25594fed910500204,6.08E-05,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0
ASV2447,n4818,NA,ASV2447,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_8702,Unknown,above,intermediate,others,Unassigned,Unassigned,0.107926,71.397539,4,10,3121,3.00E-06,1029.541447,0.206279593,b8e46314a029ad3a9b6f3a7af21147a4,5.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2448,n1552,NA,ASV2448,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,Unknown,below,intermediate,others,Nitrifiers/DNRA/Sugars/Lipids,N_remove,0.01602,6.60419,1,6,0,3.00E-06,946.394673,0.189620251,26d03939cdbd450dcc3bf0af31bff0c5,5.94E-05,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ASV2449,n318,NA,ASV2449,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,midas_s_12491,neutral,intermediate,others,Denitrifiers/Sugars/Lipids/Proteins,N_remove,0.021922,5.005269,5,5,4106,3.00E-06,817.4533532,0.163785485,dbe24f97c97abc6aca2d8a955531a50e,6.02E-05,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV245,n3333,NA,ASV245,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,midas_f_2,midas_g_290,midas_s_911,above,abundant,core,Unassigned,Unassigned,0.367622,151.250514,4,4,70,3.00E-06,984.5303048,0.197261131,a7c2bd13c66089eee6cb88c90bbd4782,0.00073879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2453,n241,NA,ASV2453,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,intermediate,others,Unassigned,Unassigned,0.061551,22.93782,19,12,419,3.00E-06,963.3842162,0.193024287,73f35529bca9ed972a52d3984fb1632f,5.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2460,n4929,NA,ASV2460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Unknown,neutral,intermediate,others,Sugars/Lipids/Proteins,C_cycle,0.025295,12.06002,5,3,5129,3.00E-06,817.4343732,0.163781682,b4b55462fc87503bdabeb19518353ef9,6.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV2461,n4561,NA,ASV2461,Bacteria,Patescibacteria,Parcubacteria,Ca_Nomurabacteria,midas_f_26526,midas_g_26526,midas_s_26526,above,intermediate,others,Unassigned,Unassigned,0.078415,51.077685,9,2,0,3.00E-06,857.3097333,0.171771135,bb557510face2e7fe650003ab81472c6,5.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2462,n4613,NA,ASV2462,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,midas_s_13620,above,intermediate,others,Sugars/Lipids/Proteins,C_cycle,0.056492,24.211666,7,37,16278,3.00E-06,1076.801244,0.215748596,f4f89681867f24ad1e3034f7d9fa8a57,5.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ASV2463,n2343,NA,ASV2463,Bacteria,Latescibacterota,midas_c_18,midas_o_753,midas_f_1938,midas_g_2686,midas_s_4207,above,intermediate,others,Unassigned,Unassigned,0.110455,45.577203,5,2,0,3.00E-06,1005.065112,0.201375498,a38c0568e89128678b80b72341044daf,5.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2464,n327,NA,ASV2464,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,midas_g_24113,midas_s_24113,neutral,intermediate,others,Unassigned,Unassigned,0.020236,13.740854,19,41,24099,3.00E-06,1101.51316,0.220699892,f8677e50b2c0f9ef340aece236672234,5.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2466,n660,NA,ASV2466,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,KCM-B-112,midas_s_22781,above,intermediate,others,Unassigned,Unassigned,0.089376,58.058454,8,52,1,3.00E-06,1147.51323,0.229916496,e95f958af3672b8ebf30f83b49c6ad35,5.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2467,n2697,NA,ASV2467,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Pythium_ultimum,midas_s_10484,above,intermediate,others,Unassigned,Unassigned,0.098651,27.888197,8,1,0,3.00E-06,834.7882703,0.16725872,aca93b983bfed8152a27cdcbdf50ca33,5.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2468,n191,NA,ASV2468,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.030354,20.246613,10,54,45540,3.00E-06,1258.545739,0.252163041,fd79fbac8b4a4ce1a7b457bcec4ce986,5.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV2469,n4530,NA,ASV2469,Bacteria,Dependentiae,Babeliae,Babeliales,midas_f_41730,midas_g_57380,midas_s_57380,above,intermediate,others,Unassigned,Unassigned,0.076728,37.612654,9,2,0,3.00E-06,954.9790134,0.191340215,764781878dc8cd7045e0fa92aa3b9c5a,5.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
